Country,Class,Region,SR_2016,SR_2015,SR_2010,SR_2005,SR_CHG_1015,SR_p_CHG,M_2016,M_2015,M_2010,M_2005,F_2016,F_2015,F_2010,F_2005,Alc_2016,Alc_2015,Alc_2014,Alc_2013,Alc_2012,Alc_2011,Alc_2010,Alc_2009,Alc_2008,Alc_2007,Alc_2006,Alc_2005,Alc_Chg_1015,Alc_p_Chg,Heavy_ttl_2016,govt_exp_mental/health_2011,govt_exp_hosp/health_2011,govt_exp_mh,govt_exp_hosp,mh_legis,mh_plan,mh_policy,psychiatrist_2014,psychiatrist_2011,psychiatrist_chg,psychiatrist_p_chg,nurse_2014,nurse_2011,nurse_chg,nurse_p_chg,sowork_2014,sowork_2011,sowork_chg,sowork_p_chg,psychologist_2014,psychologist_2011,psychologist_chg,psychologist_p_chg,hosp_2011,outpatientfac_2011,daytreat_2011,communityres_2011,b_hosp_2011,b_outpatientfac_2011,b_daytreat_2011,b_communityres_2011,beds_gen_hosp_2014,beds_gen_hosp_2011,beds_gen_hosp_chg,beds_gen_hosp_p_chg,beds_comm_res_2014,beds_comm_res_2011,beds_comm_res_chg,beds_comm_res_p_chg,beds_mh_2014,beds_mh_2011,beds_mh_chg,beds_mh_p_chg,child_abuse_pgm_12-14,youth_viol_pvn_12-14,dom_abuse_12-14,sen_abuse_12-14,conf_alc_disorder_2014,conf_drug_disorder_2014,awr_binge_drinking,awr_dom_viol,awr_eld,awr_hiv,awr_work/sprts,awr_dd,awr_illalc,awr_indig,awr_preg,awr_harmother,awr_youthdrink,treat_sub_alt,treat_sub_add,treat_alc_alt,treat_alc_add,alc_policy_writ,alc_policy_before,alc_policy_during,alc_policy_rev,alc_policy_rev/add_during,che_2015,che_2011,che_2010,che_chg,che_p_chg,unemp_adv_2010,unemp_adv_2015,unemp_chg,unemp_p_chg,risk_impov_hc_2010,risk_impov_hc_2015,risk_impov_hc_chg,risk_impov_hc_p_chg,pop_2010,pop_2015,chg_pop,SR_act_2010,SR_act_2015,std_sr
Peru,UM,Latin America & Caribbean,4.9,4.9,4.6,4.6,0.3,0.07,7.2,7.2,6.7,6.6,2.7,2.7,2.5,2.6,,5.1,5.14,5.06,5.38,5.26,5.28,5.18,5.14,4.7,4.67,4.96,-0.18,-0.034090909,49.5,0.27,,129.438,,0,1,1,0.76,0.57,0.19,0.33,6.09,1.86,4.23,2.27,0.22,0.05,0.17,3.4,5.06,1.71,3.35,1.96,0.01,2.47,,,1,1,1,1,0.25,,,,0.05,,,,3.65,3.62,0.03,0.01,2,2,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,,0,0,,0,671,479.4,463.6,207.4,0.45,6.672200203,6.006000042,-0.666200161,-10%,15.2,9.9,-5.3,-0.35,29373646,31376671,2003025,1351.187716,1537.456879,1.065217391
Philippines,LM,East Asia & Pacific,3.2,3.2,3.3,2.6,-0.1,-0.03,4.3,4.5,4.7,3.7,2,2,1.9,1.5,4.55,4.41,4.55,4.53,4.95,4.9,4.78,4.37,4.18,4.16,4.06,4.21,-0.37,-0.077405858,38,,,,,0,1,1,0.46,0.38,0.08,0.21,0.49,0.72,-0.23,-0.32,0.07,0.02,0.05,2.5,0.07,0.22,-0.15,-0.68,0,0.05,0,0.02,0,1,0,1,1.08,,,,0.03,1.56,-1.53,-0.98,4.95,4.49,0.46,0.1,1,2,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2001,1,0,2016,0,322.8,240.1,236.5,86.3,0.36,9.319999695,7.28000021,-2.039999485,-22%,27.4,19.2,-8.2,-0.3,93726624,101716359,7989735,3092.978592,3254.923488,0.96969697
Poland,H,Europe & Central Asia,16.2,15.8,18.6,17.7,-2.8,-0.15,28.9,28.4,33.4,31.1,4.3,4.1,4.8,5.2,10.43,10.48,10.45,10.79,10.19,10.21,10.04,10.7,11.4,10.9,10.4,9.5,0.44,0.043824701,51.6,5.08,0.73,7236.46,1039.885,1,1,1,5.07,5.13,-0.06,-0.01,18.66,17.64,1.02,0.06,0.73,0.62,0.11,0.18,5.34,3.6,1.74,0.48,0.14,3.2,0.65,0.01,1,1,1,1,15.25,14.3,0.95,0.07,14.16,0.11,14.05,127.73,35.01,39.47,-4.46,-0.11,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1996,1,0,2016,0,1704.2,1424.5,1354.4,349.8,0.26,5.325799942,4.326300144,-0.999499798,-19%,0.3,0.2,-0.1,-0.33,38042794,37986412,-56382,7075.959684,6001.853096,0.849462366
Portugal,H,Europe & Central Asia,14,13.8,13.5,11.1,0.3,0.02,22.2,22,21.1,17.4,6.5,6.4,6.6,5.2,10.66,10.54,10.35,10.54,10.86,11.91,12.23,12.03,12.35,12.59,13.12,13.34,-1.69,-0.138184791,38.4,5.24,0.45,13355.188,1146.915,1,1,1,4.49,6.14,-1.65,-0.27,12.46,12.13,0.33,0.03,0.7,1.01,-0.31,-0.31,2.24,2.11,0.13,0.06,0.06,0.81,0.27,0.2,1,1,1,1,7.36,9.41,-2.05,-0.22,6.3,2.07,4.23,2.04,8.09,15.96,-7.87,-0.49,2,2,1,2,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,2000,1,0,2013,1,2661.4,2548.7,2686.5,-25.1,-0.01,7.635799885,9.627200127,1.991400242,26%,0.3,0.4,0.1,0.33,10573100,10358076,-215024,1427.3685,1429.414488,1.022222222
Qatar,H,Middle East & North Africa,6.6,6.5,6.1,3.2,0.4,0.07,8.5,8.3,7.7,4.4,0.9,0.9,0.9,0.8,1.31,1.26,1.2,1.24,1.16,1.17,1.14,1.08,1.34,1.2,1.24,1.16,0.12,0.105263158,50.7,,,,,0,1,1,2.95,1.66,1.29,0.78,8.82,10.94,-2.12,-0.19,0.13,0.46,-0.33,-0.72,1.28,1.26,0.02,0.02,0.07,1.06,0.13,0.07,1,1,1,1,0,0,0,,0.44,0.99,-0.55,-0.56,3.04,3.98,-0.94,-0.24,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,3900.3,2069.6,2193.8,1706.5,0.78,,,,,,,,,1779676,2481539,701863,108.560236,161.300035,1.06557377
Republic of Korea,H,East Asia & Pacific,26.9,28.3,34.1,26.8,-5.8,-0.17,38.4,39.9,45.1,35.7,15.4,16.5,23.1,17.8,,9.06,8.95,8.77,8.98,8.86,8.9,8.97,9.31,9.05,8.83,9.03,0.16,0.017977528,47.7,,,,,1,1,1,,5.12,,,,21.61,,,,6.01,,,,1.12,,,2.54,2.35,0.11,0.26,1,1,1,1,54.53,41.24,13.29,0.32,4.73,3.65,1.08,0.3,113.11,149.23,-36.12,-0.24,,,,,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,2006,1,0,2010,1,2556,2056,1976,580,0.29,,,,,,,,,49554112,51014947,1460835,16897.95219,14437.23,0.829912024
Republic of Moldova,LM,Europe & Central Asia,15.9,16.4,20.9,19.2,-4.5,-0.22,27.9,28.5,37,33.8,4.7,5.2,5.9,5.8,9.3,9.39,9.14,9.62,9.85,8.67,7.55,7.77,8.35,8.94,7.72,10.16,1.84,0.243708609,40.9,3.24,0.84,1477.44,383.04,1,1,0,5.92,5.03,0.89,0.18,22.07,16.61,5.46,0.33,0.23,,,,0.55,0.45,0.1,0.22,0.08,1.51,0.08,,1,1,1,1,5.37,0.84,4.53,5.39,,,,,59.8,58.17,1.63,0.03,2,2,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,2012,0,1,2016,1,515.3,456,465.7,49.6,0.11,,,,,,,,,3562045,3554108,-7937,744.467405,582.873712,0.784688995
Romania,UM,Europe & Central Asia,10.4,11.6,14,12.5,-2.4,-0.17,17.9,20.3,23.9,20.9,3.3,3.5,4.8,4.4,,10.4,10.46,10.59,10.55,10.4,10.79,11.77,13.11,11.6,10.29,9.95,-0.39,-0.036144578,51.7,,,,,1,1,1,5.98,6.45,-0.47,-0.07,16.87,14.16,2.71,0.19,0.54,,,,1.41,,,,0.18,0.42,0.2,,1,1,1,1,21.26,36.38,-15.12,-0.42,0,,,,50.56,38.26,12.3,0.32,2,2,2,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,0,0,,0,1090.4,839.5,978.4,112,0.11,4.861199856,4.350900173,-0.510299683,-10%,0.1,0,-0.1,-1,20246871,19815481,-431390,2834.56194,2298.595796,0.828571429
Russian Federation,UM,Europe & Central Asia,31,32.1,40,51.6,-7.9,-0.2,55.9,57.8,71.7,92.5,9.4,9.9,12.5,16,8.42,8.41,8.85,9.92,10.89,10.95,10.98,11.25,12.09,12.23,11.83,11.59,-2.57,-0.234061931,60.6,,,,,1,1,1,11.06,11.61,-0.55,-0.05,33.24,46.26,-13.02,-0.28,1.76,1.56,0.2,0.13,2.61,5.42,-2.81,-0.52,0.26,2.97,0.31,0.01,1,1,1,1,,1.75,,,,0.25,,,102.78,109.53,-6.75,-0.06,0,1,1,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,2009,1,0,2015,1,1414,1159.9,1089.5,324.5,0.3,6.78249979,5.204899788,-1.577600002,-23%,4.9,3.2,-1.7,-0.35,142849449,144096870,1247421,57139.7796,46255.09527,0.8025
Rwanda,L,Sub-Saharan Africa,6.7,6.8,7.5,10.9,-0.7,-0.09,9.7,9.7,10.7,14,3.8,3.9,4.5,7.9,,6.91,6.83,6.9,7.13,7.3,7.7,7.35,7.57,7.89,8.85,9.31,-0.79,-0.102597403,54.6,,,,,0,1,1,,0.05,,,,1.3,,,,0.12,,,,0.07,,,0.01,0.01,0.01,0.01,1,1,1,1,,0.7,,,,0.21,,,2.9,3.02,-0.12,-0.04,2,2,2,2,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,,0,0,,0,143.2,134.5,129.3,13.9,0.11,,,,,75.3,64.7,-10.6,-0.14,10246842,11629553,1382711,768.51315,790.809604,0.906666667
Saint Lucia,UM,Latin America & Caribbean,7.8,7.8,6.1,3,1.7,0.28,13.5,13.6,10.8,6.1,2.2,2.2,1.6,0,9.69,9.66,9.5,9.26,9.63,10.26,10.68,10.83,11.82,12.43,13.22,12.1,-1.02,-0.095505618,49.7,4.13,0.97,3059.917,718.673,1,0,0,1.09,1.72,-0.63,-0.37,26.14,17.25,8.89,0.52,1.09,0,1.09,,,3.45,,,0.57,5.17,0,0,1,1,0,0,,,,,,0,,,53.38,68.99,-15.61,-0.23,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,0,0,,0,681.4,740.9,703.4,-22,-0.03,,,,,,,,,172580,177206,4626,10.52738,13.822068,
Saint Vincent and the Grenadines,UM,Latin America & Caribbean,2.4,2.7,3.3,9.9,-0.6,-0.18,3.9,4.4,6,16.7,0.9,1,0.6,2.9,7.44,7.25,6.99,6.89,6.93,7.02,6.99,6.84,6.91,5.88,5.92,6.03,0.26,0.037195994,48.4,5.6,1,2377.2,424.5,1,0,0,0.91,1.83,-0.92,-0.5,17.37,10.07,7.3,0.72,1.83,0.92,0.91,0.99,3.66,0,3.66,,0.92,4.58,0,0,1,1,0,0,0,,,,0,0,0,,96,146.41,-50.41,-0.34,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,0,0,,0,469.5,424.5,431.4,38.1,0.09,,,,,,,,,109315,109455,140,3.607395,2.955285,
Samoa,UM,East Asia & Pacific,4.4,4.5,5,6.5,-0.5,-0.1,6.7,6.8,7.8,10,1.9,1.9,2.1,2.7,,1.97,2.01,1.9,2.19,2.16,3.01,2.88,3.97,3.85,3.52,3.63,-1.04,-0.34551495,62.2,,,,,1,1,1,0.52,0.56,-0.04,-0.07,2.09,1.68,0.41,0.24,0.52,0,0.52,,0,0,0,,,0.56,0.56,0,1,1,1,0,0.52,0,0.52,,,0,,,0.52,,,,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2016,0,0,,0,335.9,316.3,288.8,47.1,0.16,,,,,,,,,186205,193759,7554,9.31025,8.719155,
Sao Tome and Principe,LM,Sub-Saharan Africa,2.3,2.3,2,1.8,0.3,0.15,3,3,2.7,2.4,1.6,1.5,1.4,1.2,,4.85,5.39,4.78,4.83,5.9,5.8,4.31,4.53,4.29,5.63,5.5,-0.95,-0.163793103,43.6,,,,,0,0,0,0.51,0.6,-0.09,-0.15,,4.84,,,0.51,0.6,-0.09,-0.15,1.52,0.6,0.92,1.53,0.6,0.6,0.6,0,1,1,1,0,,18.14,,,,0,,,12.13,18.14,-6.01,-0.33,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,,0,308.4,151.3,136.4,172,1.26,,,,,,,,,174776,195553,20777,3.49552,4.497719,
Saudi Arabia,H,Middle East & North Africa,3.2,3.2,3.4,3,-0.2,-0.06,4.5,4.4,5,4.4,1.5,1.5,1.4,1.2,,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.1,0.07,0.05,0,0,2.9,3.89,,6825.783,,1,1,1,2.14,2.91,-0.77,-0.26,10.49,13.41,-2.92,-0.22,2.47,2.9,-0.43,-0.15,1.38,1.66,-0.28,-0.17,0.08,0.36,0.01,0.01,1,1,1,1,0.27,0.38,-0.11,-0.29,,0.91,,,19.5,11.43,8.07,0.71,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,0,0,,0,3121.3,1754.7,1551,1570.3,1.01,,,,,,,,,27425676,31557144,4131468,932.472984,1009.828608,0.941176471
Senegal,L,Sub-Saharan Africa,6,6.2,6.9,8.1,-0.7,-0.1,9.3,9.6,10.4,12,2.9,3,3.6,4.3,,0.25,0.25,0.25,0.28,0.31,0.28,0.3,0.28,0.32,0.35,0.33,-0.03,-0.107142857,32.9,,,,,1,1,1,0.14,0.33,-0.19,-0.58,0.34,0.79,-0.45,-0.57,0.06,0.1,-0.04,-0.4,0.02,0.03,-0.01,-0.33,0.04,0.08,0,0.01,1,1,0,1,0.55,0.6,-0.05,-0.08,0.46,0.51,-0.05,-0.1,0.85,1.91,-1.06,-0.55,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,97.1,85.2,85.8,11.3,0.13,,,,,42.3,41.4,-0.9,-0.02,12916229,14976994,2060765,891.219801,928.573628,0.898550725
Serbia,UM,Europe & Central Asia,15.6,15,15.9,18.8,-0.9,-0.06,23.5,22.3,23.9,26.8,8.1,8.1,8.2,11.2,9.17,9.13,8.77,9.06,9.05,8.96,9.09,8.6,8.61,8.72,8.52,,0.04,0.00440044,48.4,,,,,0,1,1,7.35,9.61,-2.26,-0.24,12.22,15.98,-3.76,-0.24,0.9,1.17,-0.27,-0.23,1.3,1.7,-0.4,-0.24,0.05,0.73,,,1,1,1,1,19.83,,,,,,,,39.03,39.37,-0.34,-0.01,2,2,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,,0,0,,0,1323.7,1250,1219.2,104.5,0.09,12.86209965,17.02050018,4.158400536,32%,0.5,0.5,0,0,7291436,7095383,-196053,1159.338324,1064.30745,0.943396226
Seychelles,H,Sub-Saharan Africa,9.3,9.4,9.4,9.1,0,0,16.4,16.5,15.9,15.8,2.4,2.5,2.5,2.5,,11.5,9.77,9.36,8.16,8.58,5.92,5.53,6.76,7.49,7.01,8.4,5.58,0.942567568,46.8,,,,,1,0,0,2.14,2.36,-0.22,-0.09,12.86,20.09,-7.23,-0.36,0,1.18,-1.18,-1,4.29,2.36,1.93,0.82,1.18,1.18,0,0,1,1,0,0,26.79,,,,0,0,0,,42.87,47.28,-4.41,-0.09,1,2,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,2003,1,0,2015,1,867.3,723.6,702.5,164.8,0.23,,,,,,,,,89770,93419,3649,8.43838,8.781386,
Sierra Leone,L,Sub-Saharan Africa,9.7,9.3,9.2,10.4,0.1,0.01,11.3,10.8,10.8,12.7,8.1,7.9,7.7,8.2,,3.42,3.4,3.53,3.6,3.84,3.91,4.06,4.02,3.97,3.92,3.95,-0.49,-0.125319693,41.4,,,,,0,1,1,0.03,0.02,0.01,0.5,1.31,0.09,1.22,13.56,,0,,,,0,,,0.02,0,0,0,1,0,0,0,,0,,,,0,,,6.45,3.43,3.02,0.88,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,256.3,131.5,108.4,147.9,1.36,,,,,83.6,66.3,-17.3,-0.21,6458720,7237025,778305,594.20224,673.043325,1.010869565
Singapore,H,East Asia & Pacific,9.9,9,10,11.6,-1,-0.1,13.8,12.1,13,15.7,6.1,6.1,7,7.6,1.81,1.8,1.83,1.84,1.93,1.89,1.84,1.72,1.69,1.59,1.55,1.49,-0.04,-0.02173913,42.9,4.14,0.72,9874.314,1717.272,1,1,1,3.48,2.81,0.67,0.24,17.73,,,,1.04,,,,1.23,,,,0.02,0.06,0.52,0.27,1,1,1,1,1.41,1.41,0,0,6.45,35.46,-29.01,-0.82,36.43,40.85,-4.42,-0.11,1,2,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,2015,0,0,,0,3681.3,2385.1,2277.3,1404,0.62,,,,,,,,,5076732,5535002,458270,507.6732,498.15018,0.9
Slovakia,H,Europe & Central Asia,12.8,12.8,13.9,13.8,-1.1,-0.08,22.7,22.6,24.4,24.3,3.5,3.5,3.9,3.9,10.14,10.78,10.89,10.54,10.66,10.78,10.55,10.69,11.43,10.63,10.31,10.83,0.23,0.021800948,52.3,,0.28,,537.236,1,1,1,,11.48,,,,19.27,,,,,,,,,,,0.17,6.39,0.33,4.93,1,1,1,1,,38.1,,,,248.89,,, ,30.93,,,2,2,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1993,1,0,2016,0,2062,1918.7,1951.3,110.7,0.06,,,,,,,,,5391428,5423801,32373,749.408492,694.246528,0.920863309
Slovenia,H,Europe & Central Asia,18.6,21,20.7,27.1,0.3,0.01,30.4,33.3,34,42.9,6.9,8.9,7.6,12,10.51,11.49,10.92,9.53,10.95,10.61,10.31,10.52,10.94,11.02,12.26,11.19,1.18,0.114451988,52.6,8,,19704,,1,0,0,10.21,7.06,3.15,0.45,89.57,69.68,19.89,0.29,1.49,3.75,-2.26,-0.6,3.61,4.54,-0.93,-0.2,0.3,4.59,1.09,2.22,1,1,1,1,8.67,8.89,-0.22,-0.02,11.9,10.47,1.43,0.14,57.09,67.66,-10.57,-0.16,0,2,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2000,1,0,2016,0,2733.8,2463,2381.5,352.3,0.15,4.441899776,6.648900032,2.207000256,50%,0,0,0,,2048583,2063531,14948,424.056681,433.34151,1.014492754
Solomon Islands,LM,East Asia & Pacific,4.7,4.9,5.8,7.6,-0.9,-0.16,6.8,7,8,10.3,2.6,2.7,3.4,4.8,,0.98,0.95,0.98,1,1.05,1.09,1.2,1.07,0.82,1.01,1.13,-0.11,-0.100917431,60.3,1.3,,192.79,,1,0,0,0.18,0.19,-0.01,-0.05,8.38,1.12,7.26,6.48,0,,,,0,,,,0.19,,0,0,1,1,0,0,,0.75,,,,0,,,3.49,4.48,-0.99,-0.22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,173,148.3,128.6,44.4,0.35,,,,,,,,,527790,587482,59692,30.61182,28.786618,
Somalia,L,Sub-Saharan Africa,4.7,4.7,4.3,4.8,0.4,0.09,6.3,6.3,5.7,6.5,3.1,3.1,2.9,3.2,,0,0,0,0,0,0,0,0,0,0,0,0,,6.2,,,,,0,0,0,,0.04,,,,0.45,,,,0.96,,,,0,,,0.12,0.14,0.01,0,1,1,1,0,,1.39,,,,0,,,1.86,4.17,-2.31,-0.55,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,,0,#DIV/0!,,,,,,,,,12053223,13908129,1854906,518.288589,653.682063,1.093023256
South Africa,UM,Sub-Saharan Africa,11.6,11.8,12.2,11.8,-0.4,-0.03,18.7,19,19.2,18.2,4.7,4.8,5.4,5.6,7.12,7.12,7.17,7.19,7.26,7.28,7.28,8.03,8.6,8.83,8.78,8.94,-0.16,-0.021978022,59,,,,,1,1,1,0.39,0.27,0.12,0.44,,9.72,,,,0.39,,,,0.31,,,0.12,6.85,0.16,0.12,1,1,1,1,,2.7,,,,3.47,,,22.72,19.5,3.22,0.17,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1999,1,0,2013,1,1086.4,908.6,863.7,222.7,0.26,7.61070013,9.575499535,1.964799404,26%,27.3,27.4,0.1,0,51584663,55291225,3706562,6293.328886,6524.36455,0.967213115
South Sudan,L,Sub-Saharan Africa,3.7,3.7,4.1,4.6,-0.4,-0.1,4.9,4.7,5.4,6.1,2.6,2.6,2.8,3.1,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,0.09,,,,,,,,0.02,,,,,,,,1,1,1,1,0.14,,,,0,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,71.2,,,71.2,#DIV/0!,,,,,,,,,10067192,11882136,1814944,412.754872,439.639032,0.902439024
Spain,H,Europe & Central Asia,8.7,8.1,7,8.1,1.1,0.16,13.1,12,10.9,12.2,4.5,4.3,3.2,4.2,8.58,8.26,8.7,8.77,8.83,9.01,9.78,9.99,10.24,11.05,11.86,11.92,-1.52,-0.155419223,37.3,5,,14601,,0,1,1,8.08,8.59,-0.51,-0.06,9.69,6.57,3.12,0.47,2.6,,,,5.71,,,,0.19,1.15,0.25,,1,1,1,1,11.91,10.19,1.72,0.17,0,,,,26.81,32.73,-5.92,-0.18,1,2,2,2,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1999,1,0,2009,0,3182.5,2920.2,2891.2,291.3,0.1,12.1498003,14.9520998,2.8022995,23%,0.1,0.2,0.1,1,46576897,46444832,-132065,3260.38279,3762.031392,1.157142857
Sri Lanka,LM,South Asia,14.6,14.8,19.1,23.1,-4.3,-0.23,23.5,24,30.4,37,6.4,6.2,8.3,9.6,,2.72,2.45,2.65,2.89,3.03,2.31,2.05,2.1,2.29,1.96,1.97,0.41,0.177489177,31.7,,,,,1,1,1,0.36,0.29,0.07,0.24,2.74,2.92,-0.18,-0.06,0.17,0.33,-0.16,-0.48,0.12,0.09,0.03,0.33,0,1.36,0.12,0.05,0,1,1,1,3.61,1.47,2.14,1.46,1.21,1.27,-0.06,-0.05,4.8,7.54,-2.74,-0.36,,,,,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,2015,0,0,,0,353.1,270.9,248.3,104.8,0.42,,,,,20.6,17.2,-3.4,-0.17,20198353,20966000,767647,3857.885423,3102.968,0.77486911
Sudan,LM,Sub-Saharan Africa,8.1,8,8,8.4,0,0,12.2,12.1,11.9,12.7,4,4,4,4.1,,,,0.06,0,,,1.99,2.01,2.01,1.9,1.55,,,18.1,,,,,0,1,1,,0.06,,,,0.1,,,,0.6,,,,0.48,,,0,0.04,0,0.02,0,1,0,1,0.38,0.9,-0.52,-0.58,0,1.62,-1.62,-1,2.34,0.42,1.92,4.57,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,,0,0,,0,277,253,232,45,0.19,,,,,33.7,39.5,5.8,0.17,34385963,38647803,4261840,2750.87704,3091.82424,1
Suriname,UM,Latin America & Caribbean,22.8,23.8,27,26.5,-3.2,-0.12,34.7,36.3,40.9,42.1,10.9,11.3,13,10.7,4.22,4.69,5.41,5.95,5.75,5.66,5.27,5.14,4.96,4.74,4.54,4.5,-0.58,-0.110056926,44.4,,,,,1,0,0,1.47,1.14,0.33,0.29,42.1,12.21,29.89,2.45,0,0.76,-0.76,-1,0.55,0.57,-0.02,-0.04,0.19,0.76,0.19,0,1,1,1,0,0,0,0,,0,0,0,,45.96,47.87,-1.91,-0.04,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,1016.9,833.9,759.5,257.4,0.34,,,,,,,,,526103,553208,27105,142.04781,131.663504,
Sweden,H,Europe & Central Asia,14.8,15.7,15.3,16.4,0.4,0.03,19.1,20.9,21,21.6,10.5,10.5,9.5,11.2,7.18,7.16,7.2,7.32,7.23,7.34,7.31,7.3,6.9,6.9,6.5,6.5,-0.15,-0.020519836,38.3,10,,46893,,1,1,1,18.31,3.55,14.76,4.16,52.9,28.9,24,0.83,,18.42,,,,0.93,,,0,,,,0,1,1,1,,34.91,,,,,,,,0,0,,2,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2001,1,0,2016,0,5298.6,4689.3,3550.3,1748.3,0.49,4.412000179,3.830499887,-0.581500292,-13%,0,0,0,,9378126,9799186,421060,1434.853278,1538.472202,1.026143791
Switzerland,H,Europe & Central Asia,17.2,17.1,16.2,20.8,0.9,0.06,22,22,21.1,27,12.4,12.3,11.4,14.8,9.43,9.62,9.62,9.74,9.87,9.99,10.01,10.15,10.29,10.44,10.24,10.15,-0.39,-0.038961039,43.9,,,,,0,1,0,,41.42,,,,,,,,,,,,40.78,,,0.79,5.08,1.46,,1,1,1,1,,,,,,,,,72.47,101.05,-28.58,-0.28,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,2008,1,0,2012,1,7582.6,6080.1,5714.6,1868,0.33,3.601099968,3.731400013,0.130300045,4%,0,0,0,,7824909,8282396,457487,1267.635258,1416.289716,1.055555556
Syrian Arab Republic,L,Middle East & North Africa,1.9,1.9,1.9,1.6,0,0,2.9,2.9,3,2.5,0.9,0.9,0.8,0.6,,0.23,0.2,0.15,0.21,0.6,0.76,0.75,0.74,0.74,0.75,0.78,-0.53,-0.697368421,2,2,0.94,369.8,173.806,1,1,1,,0.31,,,0.83,1.21,-0.38,-0.31,0.05,0.12,-0.07,-0.58,0.12,0.1,0.02,0.2,0.02,0.11,0,0.16,1,1,0,1,0.09,0.22,-0.13,-0.59,,0.78,,,0.87,6.09,-5.22,-0.86,,,,,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,,0,,184.9,169.5,-169.5,-1,,,,,25.1,18.9,-6.2,-0.25,21018834,18734987,-2283847,399.357846,355.964753,1
Tajikistan,L,Europe & Central Asia,2.5,2.5,2.5,2.9,0,0,3.7,3.7,3.6,4.2,1.3,1.3,1.3,1.6,0.91,0.9,0.87,0.79,0.76,0.7,0.67,0.68,0.59,0.59,0.63,0.76,0.23,0.343283582,40.6,1.22,0.84,160.796,110.712,1,0,0,2.16,1.36,0.8,0.59,7.14,4.17,2.97,0.71,0,0.06,-0.06,-1,0.01,0.01,0,0,0.21,0.69,0.1,,1,1,1,1,7.37,1.41,5.96,4.23,,,,,9.75,19.79,-10.04,-0.51,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2005,1,0,2012,1,192.7,131.8,120.5,72.2,0.6,,,,,66.6,58.4,-8.2,-0.12,7641630,8548651,907021,191.04075,213.716275,1
